SK_ID_CURR,AMT_TOTAL_RECEIVABLE
101036,5505030.495
101037,3566112.075
101043,45000.0
101048,2024457.345
101050,0.0
101051,4639825.890000001
101054,8566177.41
101057,0.0
101059,3401398.755000001
101069,0.0
101072,0.0
101074,1954744.9200000002
101077,1209574.305
101081,0.0
101085,0.0
101088,2176539.39
101089,2134214.325
101090,3586017.5999999996
101093,0.0
101097,2625530.625
101103,0.0
101104,846802.2599999998
101105,295992.58499999996
101111,56488.725
101116,0.0
101119,487590.705
101122,0.0
101127,519350.71499999997
101129,69315.93
101134,8146350.045000004
101136,0.0
101137,0.0
101138,208255.23000000007
101140,0.0
101141,3175258.3650000007
101147,9430151.715
101152,0.0
101156,0.0
101168,133529.35499999998
101169,1975937.265
101170,0.0
101175,634949.2799999999
101177,4257352.305000001
101179,0.0
101181,0.0
101185,655047.9449999998
101187,5035804.965000001
101190,583915.6799999999
101192,0.0
101196,0.0
101198,0.0
101200,2489844.5999999996
101202,0.0
101205,92778.75
101207,242923.18500000003
101210,56205.0
101212,0.0
101215,0.0
101216,2423711.565000001
101221,2924591.9400000004
101225,771999.2549999999
101231,11891941.29
101232,3688356.1050000004
101236,1391796.3150000002
101237,0.0
101247,0.0
101249,7845658.56
101266,0.0
101268,757584.4500000001
101269,938348.5950000001
101271,761560.245
101274,0.0
101284,0.0
101288,471033.13499999995
101289,0.0
101292,2451646.9349999996
101295,0.0
101297,0.0
101298,3223244.7449999996
101300,1145542.68
101302,0.0
101305,0.0
101307,2702455.4250000007
101312,453692.87999999995
101313,4781738.61
101318,0.0
101321,3795694.200000001
101322,4600772.594999999
101323,9825217.605
101324,0.0
101327,0.0
101329,0.0
101337,0.0
101343,2706562.35
101344,6011803.035
101352,0.0
101355,0.0
101371,62213.715
101373,325164.195
101379,11039082.929999998
101381,4231782.090000001
101384,2130541.785
101385,0.0
101389,1418469.705
101390,3972587.3099999996
101394,0.0
101399,10956388.814999998
101403,954976.05
101405,12894622.110000001
101406,0.0
101407,2502209.115
101417,4576818.824999999
101423,3475550.069999999
101427,584533.26
101430,2250775.9350000005
101432,0.0
101433,1724685.4800000002
101439,2004308.37
101440,4411750.455
101445,0.0
101447,638399.4749999999
101448,249440.715
101449,1219868.7300000002
101455,1752867.585
101456,0.0
101461,13976855.325
101464,10995622.829999998
101465,10635533.46
101467,0.0
101469,329093.28
101470,6306255.405
101477,2730398.85
101478,3092474.4299999997
101483,-126.0
101485,2273522.22
101488,678553.9650000001
101489,345708.44999999995
101490,1677234.915
101491,1760110.695
101499,0.0
101500,3104554.229999999
101501,0.0
101505,1013066.9550000001
101520,1946387.0699999998
101524,5677695.945
101525,0.0
101526,125110.935
101527,0.0
101531,724773.6450000001
101532,2285531.055
101534,6177377.790000001
101535,7746402.555
101536,0.0
101541,0.0
101545,3385772.4149999996
101546,0.0
101549,13104076.230000004
101556,1929083.6250000002
101557,118808.55
101558,0.0
101561,0.0
101563,0.0
101571,0.0
101576,0.0
101577,259499.655
101579,0.0
101583,182745.27000000002
101587,9011194.694999997
101590,0.0
101591,2364263.1
101596,0.0
101597,0.0
101601,0.0
101602,857844.1799999999
101605,0.0
101611,322240.5900000001
101614,3430653.885
101616,0.0
101618,0.0
101620,0.0
101622,891.0
101626,900.0
101628,0.0
101629,5835086.37
101634,0.0
101635,20061.270000000008
101639,0.0
101649,547062.7050000001
101652,5288821.874999999
101653,0.0
101658,0.0
101660,3380002.7849999997
101668,921614.355
101669,0.0
101671,354041.28
101675,0.0
101678,1146953.0699999998
101682,2238.885
101683,524662.92
101686,1383695.73
101687,2412373.41
101695,0.0
101698,-1686.3300000000002
101699,148662.81
101703,0.0
101706,1597100.984999999
101714,496134.81
101715,525013.9650000001
101716,1417410.3599999999
101718,14749532.684999999
101721,7965930.015000001
101725,2907211.7249999996
101734,0.0
101740,0.0
101744,7344124.875
101748,7038650.07
101749,0.0
101751,140983.29
101755,0.0
101757,1025929.125
101761,3150166.0500000007
101763,45000.0
101765,176633.73
101770,0.0
101773,3181264.3800000004
101776,0.0
101777,0.0
101779,21145.275
101780,548185.635
101782,563675.175
101788,2058590.925
101789,507922.8750000001
101790,0.0
101791,0.0
101792,187082.19
101811,0.0
101813,7278286.094999999
101815,1720665.9900000002
101816,323572.95
101818,0.0
101827,0.0
101828,794747.5199999998
101831,444265.02
101836,0.0
101838,334360.61999999994
101840,0.0
101841,0.0
101842,874810.845
101848,2238036.165
101852,0.0
101854,0.0
101855,0.0
101856,13720536.09
101860,0.0
101866,10727698.274999999
101868,1455702.03
101870,0.0
101873,8004164.219999999
101879,9858386.789999997
101880,4229092.350000001
101893,0.0
101895,159024.375
101898,5215360.815000002
101912,3813352.4250000003
101913,0.0
101915,4479300.944999999
101918,1214889.3
101921,0.0
101922,0.0
101932,57534.435
101937,12357458.415000001
101948,2095602.0749999997
101949,2007394.875
101955,2611355.3549999995
101956,1213677.045
101959,3870365.6249999995
101960,1518718.4100000001
101961,7110.27
101962,802063.8450000001
101964,2060045.7299999997
101981,1967303.5200000005
101985,3715970.8049999997
101988,0.0
101989,95490.31500000002
101991,0.0
101994,8179980.3
102004,5981589.36
102006,0.0
102007,68878.395
102012,171475.515
102016,0.0
102017,7860591.72
102019,0.0
102021,6084125.19
102029,3590630.0549999997
102030,4313092.1850000005
102031,6141865.86
102032,0.0
102042,0.0
102043,5714161.830000002
102044,1568078.9549999998
102048,1941332.67
102049,0.0
102055,2839961.2049999996
102061,0.0
102067,1862211.4649999999
102068,4569049.71
102071,0.0
102082,8029144.620000003
102095,0.0
102098,201144.6
102099,0.0
102101,2355893.6400000006
102107,0.0
102108,1598592.96
102110,897590.8350000001
102111,7467174.089999999
102115,0.0
102118,0.0
102125,0.0
102130,762040.26
102133,1152203.535
102135,13379576.31
102137,2582008.47
102138,3550194.8100000005
102139,6326430.929999999
102143,65383.604999999996
102147,0.0
102148,1220231.475
102149,326886.075
102150,878822.145
102168,1522535.9849999999
102174,475600.365
102175,3848224.545
102176,5785717.77
102181,0.0
102182,889318.6200000001
102185,37060.29
102186,3103491.3749999995
102187,6407071.245
102191,578555.325
102192,0.0
102193,16526989.260000004
102196,8634357.990000002
102199,2485175.9849999994
102201,0.0
102202,1905261.165
102203,737229.78
102206,0.0
102207,0.0
102210,1280723.7149999996
102216,-3687.48
102217,2690641.5300000003
102219,423506.745
102220,660300.84
102221,0.0
102226,0.0
102230,7082817.974999998
102241,292266.40499999997
102243,2580547.9499999997
102246,12881833.739999998
102254,0.0
102261,7639585.02
102267,4213360.755
102291,0.0
102293,261676.61999999994
102295,0.0
102296,79622.73000000001
102299,389161.305
102302,1175766.7500000002
102303,13463756.054999998
102308,5623051.68
102309,0.0
102311,2983050.045
102312,796582.9799999997
102314,510265.665
102327,0.0
102328,0.0
102332,0.0
102342,0.0
102345,8055594.630000002
102346,0.0
102353,0.0
102354,0.0
102363,2722716.495000001
102366,5330172.6000000015
102367,3053900.745000001
102371,2958744.4650000003
102372,1247341.3650000002
102374,67.5
102375,3293398.305
102376,1738687.815
102377,10926735.839999996
102381,1083636.855
102385,0.0
102394,6682861.53
102396,896500.9799999999
102399,2252156.8499999996
102401,4280697.989999999
102403,0.0
102404,1199607.84
102408,634743.135
102410,1715241.6
102414,1867847.9399999997
102415,11374604.01
102421,0.0
102426,0.0
102430,0.0
102433,0.0
102435,0.0
102437,0.0
102442,8464589.099999998
102444,3307189.3199999994
102456,0.0
102457,1990197.6749999998
102459,4671865.800000001
102462,0.0
102465,20338189.019999996
102466,863186.7150000001
102468,0.0
102470,26520.885
102471,0.0
102472,0.0
102474,0.0
102476,673892.955
102477,1863340.1099999999
102478,1253899.395000003
102491,655464.69
102496,1477553.985
102499,0.0
102502,0.0
102522,2922021.54
102525,0.0
102528,0.0
102540,1012316.7599999991
102542,127967.175
102545,6790890.465000002
102546,0.0
102547,0.0
102548,-2908.4399999999996
102550,0.0
102551,2726441.46
102557,2698139.6099999994
102558,0.0
102559,749235.6000000001
102562,0.0
102565,67.5
102567,348680.43
102568,0.0
102573,0.0
102574,892991.115
102580,0.0
102585,445953.375
102587,1260127.3499999999
102589,478240.55999999994
102592,54825.435
102593,0.0
102596,1115575.245
102600,6585146.100000001
102604,4066172.145
102606,827206.605
102611,2986045.515
102614,0.0
102615,4530326.13
102617,3573224.4149999996
102621,4867.74
102622,0.0
102624,0.0
102625,0.0
102629,5387627.114999997
102630,0.0
102633,2036719.125
102634,950686.7400000001
102638,2636089.29
102639,0.0
102660,7185688.019999998
102667,1513869.6150000002
102674,1854752.5799999996
102676,0.0
102681,447094.485
102685,3663927.6300000004
102686,4506048.36
102690,669366.09
102695,17955.0
102708,3181214.43
102709,0.0
102710,816681.9600000015
102711,2012340.825
102719,0.0
102727,0.0
102729,2924411.309999999
102731,0.0
102733,4647850.109999999
102734,0.0
102737,0.0
102739,0.0
102745,483301.26
102746,13343698.799999999
102747,2014542.27
102749,41033.835
102750,0.0
102753,0.0
102758,0.0
102759,486473.2650000001
102760,288179.685
102761,1255774.995
102765,8438998.77
102772,949494.375
102773,641408.85
102776,4122361.1250000005
102780,0.0
102782,4041870.075
102784,1986361.0649999995
102787,1474897.7249999999
102791,5350112.505
102795,5562291.374999999
102797,0.0
102798,7896447.09
102800,3483525.87
102801,2549371.005
102809,41092.28999999999
102810,6737946.705000001
102815,0.0
102820,0.0
102833,1907998.2450000003
102835,0.0
102841,0.0
102842,9842342.130000003
102845,895150.1249999999
102848,543645.585
102859,0.0
102862,5337513.044999999
102869,898213.1849999999
102872,5085454.455
102881,0.0
102885,1807856.8199999996
102888,9008137.125
102891,10557366.885
102894,0.0
102896,114560.055
102898,363951.1800000001
102906,1256747.9849999999
102908,1480215.2850000001
102909,343170.765
102918,1036537.7400000001
102925,2392681.9950000006
102926,0.0
102929,1758132.4500000004
102931,0.0
102934,2675222.1
102935,0.0
102936,1232924.4900000002
102942,4808731.635
102944,0.0
102946,11105579.07
102949,0.0
102950,0.0
102951,0.0
102953,5218172.19
102954,6728397.569999999
102956,6333238.440000001
102961,123200.63999999998
102962,0.0
102965,0.0
102969,2315008.44
102973,14302068.524999999
102974,0.0
102976,5519107.260000001
102978,2855640.78
102981,0.0
102986,3529113.4349999996
102987,4862802.465000001
102989,0.0
102992,0.0
102993,1257663.1949999996
103000,5011167.915
103001,457037.64
103013,0.0
103020,672448.275
103022,10012111.785
103024,0.0
103026,2724099.3000000003
103029,0.0
103032,242324.55
103033,5678733.194999999
103037,0.0
103042,0.0
103051,0.0
103054,4691344.050000001
103055,1046808.8099999999
103061,2586466.71
103062,0.0
103065,775474.3800000001
103068,833157.0900000001
103071,627754.1849999999
103072,2203830.585
103073,4348174.365000001
103074,0.0
103077,718120.8
103080,0.0
103082,0.0
103083,99861.165
103087,251730.99
103092,0.0
103103,1958931.8099999998
103107,0.0
103108,292205.33999999997
103115,1286690.715
103117,0.0
103121,903909.7800000003
103123,0.0
103124,686766.6
103130,0.0
103133,7102721.385000001
103136,806038.9199999999
103139,563971.005
103142,8068204.304999998
103146,0.0
103150,171245.38499999998
103153,1674637.3349999986
103158,10009140.615
103163,9077000.399999999
103164,0.0
103165,3262559.445
103166,1382794.2449999999
103167,0.0
103177,978085.17
103180,0.0
103187,4903528.77
103189,0.0
103190,0.0
103200,4562733.69
103205,6961919.129999998
103206,0.0
103207,0.0
103208,5979081.42
103213,146493.18
103214,3129921.360000001
103217,832112.2799999999
103219,0.0
103224,1098714.42
103227,937259.865
103228,7658114.265000001
103230,0.0
103232,0.0
103237,0.0
103239,0.0
103251,1403160.4350000003
103253,0.0
103255,0.0
103256,5080564.89
103257,6986071.260000001
103260,0.0
103273,4655329.83
103277,0.0
103282,0.0
103285,8681653.845
103288,0.0
103295,5855335.065
103296,91413.135
103300,958995.2249999999
103310,3149496.9899999993
103312,1237054.545
103315,9214321.32
103319,0.0
103329,1349637.12
103333,0.0
103339,0.0
103346,4779747.8549999995
103347,0.0
103354,1333773.8099999996
103370,7589574.990000001
103371,7863415.335000001
103377,0.0
103378,4950917.325
103380,978225.57
103392,2894.76
103396,0.0
103401,7077983.715
103402,838763.82
103406,519678.765
103408,0.0
103409,719600.85
103411,15002952.389999999
103412,3530693.34
103418,855298.1250000001
103420,0.0
103425,3537482.7150000003
103426,0.0
103427,1730811.0149999997
103433,0.0
103440,0.0
103444,207427.86
103446,3248818.1099999985
103447,1145994.9749999999
103453,0.0
103454,1361923.6050000002
103455,1617709.8149999997
103457,0.0
103459,0.0
103461,0.0
103463,0.0
103468,0.0
103473,172410.705
103477,824613.9299999999
103478,0.0
103482,0.0
103490,33464.61
103492,0.0
103493,730611.4949999999
103494,2171764.17
103496,4347084.914999999
103497,5703166.439999999
103500,0.0
103504,4849915.454999999
103512,549585.8550000001
103514,3791209.9499999997
103515,245969.37
103518,0.0
103522,4598908.380000001
103523,333512.775
103526,0.0
103527,0.0
103528,5493202.47
103529,0.0
103533,6308846.639999999
103536,0.0
103539,0.0
103540,445023.0
103541,0.0
103544,0.0
103549,0.0
103553,0.0
103554,0.0
103555,1491205.4549999998
103558,24948.0
103562,2211608.79
103563,1222526.1600000001
103566,1955539.26
103567,1410313.9949999999
103570,52540.605
103572,0.0
103575,205430.625
103576,0.0
103577,0.0
103579,7729635.465
103582,966349.71
103594,0.0
103599,1084243.4549999998
103608,0.0
103610,0.0
103619,434840.625
103624,8683296.344999999
103629,0.0
103633,0.0
103634,2591159.49
103646,2360172.105
103648,3896695.89
103649,0.0
103653,13666074.75
103657,5551006.68
103660,2948572.3949999996
103661,14526782.279999997
103666,0.0
103668,603403.245
103669,1412210.6099999999
103676,17416.035
103690,65400.93
103691,14280728.354999999
103693,6767537.265000002
103698,0.0
103704,0.0
103707,4163286.51
103710,1494842.58
103711,1412240.085
103712,459103.5
103713,0.0
103718,592494.7049999998
103721,470550.42000000004
103722,14701115.52
103724,458750.475
103725,0.0
103727,0.0
103731,1540766.61
103733,3295494.99
103734,766962.945
103739,13549.77
103741,6983507.25
103742,1947573.3599999999
103744,62058.6
103747,0.0
103752,0.0
103756,0.0
103764,3062054.655
103769,0.0
103770,2100466.6650000005
103777,7923224.654999999
103781,0.0
103784,3220215.7500000005
103786,0.0
103790,4361053.590000001
103791,6888670.875
103795,3644611.965
103797,4578789.465000001
103800,4219791.164999999
103801,0.0
103803,1232187.39
103809,2024337.5550000002
103815,4754098.439999999
103818,0.0
103819,0.0
103822,0.0
103825,5318928.225
103829,0.0
103830,1746427.905
103832,524217.96
103836,275274.675
103837,2186851.86
103846,0.0
103847,235665.99000000002
103852,1496838.7799999998
103854,0.0
103862,1570544.55
103866,1929382.0199999998
103867,0.0
103868,8031208.364999999
103881,0.0
103883,7849880.145
103884,1122322.7699999998
103889,2260500.2999999993
103892,90000.0
103893,3712786.0650000004
103896,0.0
103900,776982.645
103910,0.0
103917,0.0
103926,0.0
103928,1046894.8049999999
103934,2192035.5899999994
103960,11840437.845
103961,1642950.3599999996
103963,749264.13
103964,1356767.9549999998
103966,1732082.49
103971,1509265.845
103972,3396046.4099999988
103976,8809664.084999999
103977,321570.225
103981,5862770.505000001
103991,1162572.66
103992,262682.1
103995,3632690.88
103998,4657352.715
104011,0.0
104024,0.0
104027,13448378.925
104035,0.0
104036,1404771.9750000003
104037,1504909.3050000002
104038,3545026.7399999998
104041,343677.78
104042,721849.8150000001
104048,1108497.51
104049,0.0
104050,3553850.25
104054,1141325.2349999999
104056,150525.18000000002
104057,3966952.6800000006
104064,0.0
104066,1932548.49
104082,345803.355
104083,0.0
104086,7278428.25
104089,0.0
104091,1648199.79
104095,2131586.37
104097,0.0
104104,0.0
104111,5831588.5200000005
104112,5305769.009999999
104115,1829091.78
104120,0.0
104126,0.0
104128,1427933.43
104129,0.0
104132,0.0
104137,10735218.359999996
104153,54.63
104156,414126.99
104157,1953176.0400000003
104162,0.0
104176,0.0
104181,8726615.549999999
104183,134100.0
104184,3474011.835000001
104192,0.0
104193,0.0
104197,0.0
104201,0.0
104206,0.0
104214,1663460.595
104215,0.0
104217,1382301.315
104218,3818525.5799999996
104220,0.0
104222,2454794.5050000004
104225,0.0
104226,4871356.920000007
104233,1243117.5299999998
104234,11263396.32
104235,320392.80000000005
104236,0.0
104243,0.0
104244,0.0
104248,813993.615
104249,2097170.1449999996
104250,68984.90999999999
104252,0.0
104255,0.0
104258,201718.305
104276,1562154.255
104277,3253232.6999999993
104292,3207060.54
104294,0.0
104300,15811862.174999995
104305,0.0
104317,1084130.28
104329,2931793.4700000007
104330,0.0
104333,0.0
104339,0.0
104345,0.0
104347,1090950.795
104348,0.0
104352,0.0
104354,0.0
104355,0.0
104356,8898271.289999997
104366,11267831.879999997
104369,585568.2150000001
104370,1604914.1550000003
104374,625636.71
104377,0.0
104380,0.0
104387,0.0
104396,719788.0949999999
104400,834322.8600000001
104403,0.0
104406,0.0
104407,8361800.37
104409,0.0
104410,699413.5349999999
104415,910170.9450000001
104421,1094560.5599999998
104426,0.0
104435,0.0
104439,134160.84
104441,0.0
104451,0.0
104452,5607646.830000001
104453,2210114.0700000003
104455,2983782.284999999
104458,0.0
104461,7905902.039999999
104463,53519.490000000005
104466,2747275.694999999
104468,0.0
104472,5873782.95
104474,8619267.690000001
104476,974940.84
104480,0.0
104482,0.0
104487,9268458.344999997
104490,20956.32
104505,5161895.055
104518,5710503.869999999
104522,1846785.5549999997
104523,192174.435
104526,1810613.2049999996
104529,3310291.4400000004
104533,0.0
104535,2020893.2550000001
104536,8499328.605
104544,0.0
104545,6769887.659999999
104546,0.0
104552,0.0
104556,752842.2599999999
104558,8729421.030000001
104562,0.0
104565,5156538.48
104568,0.0
104571,0.0
104572,165135.195
104573,1649663.5950000004
104576,4781031.21
104582,161534.385
104585,0.0
104588,1151944.5150000001
104591,4649638.230000001
104592,1756206.675
104596,9230179.409999998
104598,0.0
104602,146737.035
104607,2499853.2749999994
104611,14427167.400000002
104616,359642.6549999999
104620,209757.95999999996
104622,0.0
104623,4489918.425
104624,3070440.7199999997
104625,737284.95
104626,8690428.485000001
104630,0.0
104633,3577067.775
104644,979563.24
104646,0.0
104654,1644521.3999999997
104657,14399.46
104665,0.0
104666,8274617.549999999
104670,2534390.1000000006
104672,1789424.37
104675,5853655.710000001
104680,0.0
104686,0.0
104687,0.0
104689,2871571.0500000003
104690,10793324.519999998
104693,1537156.1249999998
104695,7299370.889999999
104697,2161253.61
104698,1539553.1400000001
104706,1431190.215
104707,389556.18
104714,0.0
104716,671937.255
104723,1108965.825
104738,0.0
104747,0.0
104750,703223.5049999999
104751,4244417.775
104753,1491219.045
104755,1416358.8
104760,447929.05500000005
104761,0.0
104765,9685686.149999999
104775,1698089.9849999999
104777,380953.70999999996
104792,67.5
104796,6633889.56
104804,659297.025
104809,4823577.675
104811,2828491.425
104812,4020402.1500000004
104814,0.0
104815,1252575.315
104816,0.0
104823,0.0
104827,5139089.6850000005
104833,0.0
104836,7021040.174999999
104844,609980.4450000001
104845,0.0
104846,0.0
104849,1052919.045
104852,0.0
104858,3811090.500000001
104862,3323503.53
104866,0.0
104867,3687633.63
104873,10722330.855
104878,2426311.8000000003
104879,0.0
104882,0.0
104887,3409680.7800000007
104897,0.0
104899,0.0
104900,4357047.375000001
104910,3018484.439999997
104914,0.0
104916,13621.635
104918,1061863.8299999998
104927,2267362.845
104928,1330638.21
104930,917688.2399999999
104931,1176211.4849999999
104932,254894.22000000003
104938,4590877.185
104941,4518290.744999998
104942,0.0
104943,628758.135
104946,2866473.27
104963,11362994.145000001
104966,4735371.825000001
104968,1532151.63
104972,1218435.075
104974,0.0
104980,306335.025
104984,11816275.320000002
104987,3000079.0799999996
104996,0.0
105000,0.0
105001,831075.5249999999
105003,0.0
105008,0.0
105012,5210432.325
105013,0.0
105014,156285.585
105015,377306.86499999993
105016,0.0
105018,206798.13
105019,0.0
105023,4156611.0749999997
105026,0.0
105036,0.0
105043,3466367.82
105052,25113.24000000001
105053,661762.71
105054,0.0
105057,3977513.1000000006
105059,12717970.064999998
105061,148415.62500000017
105062,0.0
105064,6144978.420000001
105065,770393.835
105070,0.0
105073,0.0
105074,0.0
105075,0.0
105077,324546.4350000001
105080,0.0
105084,0.0
105088,0.0
105093,1017103.8600000002
105097,6621759.449999999
105100,1039857.4800000001
105101,4018701.06
105106,0.0
105107,913356.8099999998
105114,466607.43000000005
105118,5153396.624999999
105120,2030055.2999999998
105124,2517938.6400000006
105131,718463.3849999999
105133,0.0
105135,0.0
105137,0.0
105139,0.0
105141,0.0
105142,278763.705
105143,0.0
105144,1264008.7799999993
105146,0.0
105150,518675.94
105156,6151431.015
105159,0.0
105171,3349457.9100000006
105174,0.0
105175,50345.009999999995
105176,858388.5
105178,0.0
105183,448904.33999999997
105184,573597.8099999999
105188,0.0
105190,-2124.36
105193,0.0
105200,355817.745
105203,2303412.7949999995
105206,2787508.3050000006
105208,0.0
105209,31157.955
105210,5177856.554999999
105212,0.0
105215,6666112.4399999995
105217,531978.7499999999
105218,0.0
105220,0.0
105225,2870376.12
105227,0.0
105229,979316.6399999999
105232,0.0
105235,2635616.1599999997
105241,470281.3200000001
105251,1109146.275
105260,0.0
105263,6636852.315000002
105266,7826686.0200000005
105268,1368325.575
105271,1582741.9800000002
105275,269572.99500000005
105276,0.0
105279,787944.375
105280,0.0
105283,2556384.795
105285,1086978.375
105286,0.0
105287,0.0
105288,0.0
105295,7026675.255000001
105296,1830602.9699999997
105297,15030.0
105300,5185195.110000001
105316,1007147.655
105317,2662193.879999999
105322,815306.49
105325,5587959.690000001
105330,3518437.8599999994
105333,88886.07
105336,145307.87999999998
105337,0.0
105338,15506149.724999998
105339,660671.64
105341,168879.015
105344,225271.71000000002
105359,1805911.2900000003
105360,0.0
105367,221015.925
105368,0.0
105372,4492912.994999999
105376,215445.24
105378,0.0
105389,692045.19
105390,0.0
105391,327907.34999999986
105398,2875158.045
105403,1020088.3950000001
105406,621217.8449999999
105410,16044166.8
105413,130.5
105417,1281512.7900000003
105419,3435105.465000001
105421,1021190.175
105423,3805892.640000001
105426,0.0
